id,sentence1,sentence2,label
6151,"إذا انتهكت لوائح المرور ، ستتلقى تذكرة","إذا انتهكت لوائح المرور ، فستحصل على مكافأة",0
6152,إنها تفقد الوزن عن طريق ممارسة التمارين,تفقد الوزن عن طريق الإفراط في تناول الطعام,0
6153,من المفترض أن يلعب الطلاب قبل إنهاء واجباتهم المدرسية,يجب على الطلاب أداء واجباتهم المدرسية أولاً ثم الاستمتاع,1
6154,بدأت تطير مع جناحيها,ذهبت في نزهة على ساقيها,1
6155,"لم يأكل لفترة طويلة ، لذلك يبدو سمينًا وغنيًا","لم يأكل لفترة طويلة ، لذلك يبدو نحيفًا وعظميًا",1
6156,الأسد يأكل القش هناك,الأسد يأكل اللحم النيء هناك,1
6157,لفت إليه الكاتب لأنه لم يسمع,لفت إليه الكاتب لأنه لم يستطع الرؤية,0
6158,نستخدم حديث كبير لوصف شخص يتحدث عن شيء مهم,نستخدم الحديث الكبير لوصف التباهي بالشخص,1
6159,علينا أن نضع ملصقات على المغلفات عندما نرسل رسائل,علينا أن نضع طوابع على الأظرف عندما نرسل رسائل,1
6160,"يحتوي قميصه على فتحة كبيرة ، لذا يحتاج إلى تغيير واحد","يحتوي قميصه على فتحة كبيرة ، لذلك يستمر في ارتدائه",0
6161,يمكن لمس محلول حمض الكبريتيك,محلول حامض الكبريتيك خطير,1
6162,التهريب غير قانوني,يجب أن يكافأ المهرب,0
6163,"عندما يخدع المرء ، يتحدث عن شيء مزيف","عندما يخدع المرء ، يتحدث عن الأشياء في الحقيقة",0
6164,التدخين سيء لصحتك,التدخين ليس جيداً لصحتك.,0
6165,تناول تفاحة يوميًا مفيد لصحتك,تناول بعض الزجاج يوميًا مفيد لصحتك,0
6166,الفيل يطير في السماء,طائر يطير في السماء,1
6167,نظر إلى السحب البيضاء في السماء,نظر إلى الأعلى ليرى ثعلبًا في السماء,0
6168,ينام في البحر الليلة,ينام في السرير الليلة,1
6169,تشرق الشمس من الغرب في الصباح,تشرق الشمس من الشرق في الصباح,1
6170,رأى الشمس عند الظهر,رأى الشمس في الليل,0
6171,تتفتح الأزهار على العشب,تسبح الأسماك على العشب,0
6172,ركض الفأر في الحفرة,ركض فيل في الثلاجة,0
6173,رأى فيلًا في حديقة الحيوانات,رأى فيلًا في غرفة النوم,0
6174,التقط كوبًا من عصير البرتقال,التقط كوبًا من فيل,0
6175,استيقظ على كأس من الماء في الصباح,استيقظ على كأس من السموم في الصباح,0
6176,استيقظ في الصباح وذهب إلى المطبخ للحصول على كوب من الماء,استيقظ في الصباح وذهب إلى المطعم لتناول خنزير,0
6177,طار التمساح في الحديقة إلى السماء,صعد التمساح في الحديقة إلى العشب,1
6178,ارتدت قلادة حول خصرها,ارتدت قلادة حول رقبتها,1
6179,ذهبت إلى متجر الملابس واشترت سكينا,ذهبت إلى متجر الملابس واشترت ملابس جميلة,1
6180,نامت في المصعد في المركز التجاري بعد ظهر اليوم,كانت تحاول ارتداء الملابس في المركز التجاري ظهر اليوم,1
6181,رافقت والدها المريض إلى المستشفى اليوم,رافقت والدها المريض إلى المطعم اليوم,0
6182,اقتحم أجنبي منزله واتصل بالشرطة,اقتحم لص منزله واتصل بالشرطة,1
6183,ذهب إلى المدرسة لإيداع مبلغ من المال,ذهب إلى البنك لإيداع مبلغ من المال,1
6184,الأرانب تحب الجزر,الجزر يحب الأرانب,0
6185,هناك لحم في الهامبرغر,هناك قش في الهامبرجر,0
6186,ذهبت إلى السوق بالطائرة,ذهبت إلى السوق بالسيارة,1
6187,كان لديه وعاء من حساء الدجاج لتناول طعام الغداء,لم يأكل لمدة نصف عام,0
6188,قال غدا سيكون زفافه,قال أنه سيتزوج قرد غدا,0
6189,شربت تفاحة هذا الصباح,أكلت تفاحة هذا الصباح,1
6190,يحب الأطفال البالغون من العمر تسع سنوات السيارات الوفير,يحب الأطفال في التاسعة من العمر قيادة السيارات,0
6191,تم بناء سور المدينة للجمال فقط,تم بناء سور المدينة للدفاع ضد العدو,1
6192,قررنا الذهاب في عطلة يوم 31 يوليو,قررنا الذهاب في عطلة يوم 32 يوليو,0
6193,يلعب لعبة كرة السلة في أحذية كرة القدم,يلعب لعبة كرة السلة في حذاء كرة السلة,1
6194,الإنسان لا ينتمي إلى الحيوانات,البشر هم أذكى الحيوانات على وجه الأرض,1
6195,اثنان زائد اثنين يساوي أربعة.,أثنين زائد أثنين يساوي...,0
6196,داست نملة فيلًا حتى الموت,داس فيل نملة حتى الموت,1
6197,وضعت بعض الشاي في الكأس,لقد وضعت بعض الأحجار في الكأس,0
6198,يحب شرب عصير البرتقال,يحب شرب الماء المغلي,0
6199,شرب الكثير من النبيذ سيئ لصحتك,شرب الكثير من النبيذ مفيد لصحتك,0
6200,اشتريت لعبة لصديقتي,اشتريت قنبلة لصديقتي,0
6201,النمور تأكل أوراق الشجر,النمور تأكل الأرانب,1
6202,كان يرتدي سترة أسفل وذهب للتزلج مع أصدقائه,كان يرتدي سترة واقية من الرصاص وذهب للتزلج مع أصدقائه,0
6203,لون شاشة الهاتف أحمر,لون علبة الهاتف أحمر,1
6204,كان والد جاك في الستين من عمره عندما ولد,والد جاك عمره 60 سنة الآن,1
6205,السماء زرقاء,السماء خضراء,0
6206,يمكن شمعة تضيء الغرفة بأكملها,يمكن للبالون أن يضيء الغرفة بأكملها,0
6207,تناول الطعام الحار مفيد لتخفيف البرد,شرب الحساء الساخن مفيد لتخفيف البرد,1
6208,أكل صديقي تفاحة أمس,أكل صديقي شاحنة تفاح أمس,0
6209,تحتوي العناب على ماء أكثر من الكمثرى,الكمثرى لديها ماء أكثر من العناب,1
6210,احتفلت صديقي بعيد ميلادها العاشر بمجرد ولادتها,احتفلت صديقي بعيد ميلادها العاشر عندما كانت في العاشرة من عمرها,1
6211,إنها تمطر قططًا وكلابًا في الفصل,"نعم, انها تمطر بغازرة بالخارج.",1
6212,"حصل الرجل على وجع في الأمعاء ، فذهب إلى المعلم","أصيب الرجل بألم في الأمعاء ، فذهب إلى الطبيب",1
6213,يحب الأولاد عادة ارتداء أحمر الشفاه,تحب الفتيات عادة ارتداء أحمر الشفاه,1
6214,تحب الفتيات ارتداء طلاء الأظافر أكثر من الأولاد,يحب الأولاد ارتداء طلاء الأظافر أكثر من الفتيات,0
6215,عادة ما يكون عدد المعلمين أكبر من عدد الطلاب في المدرسة,عادة ما يكون عدد الطلاب أكثر من المعلمين في المدرسة,1
6216,يقوم المدرسون بتعليم الطلاب في المدرسة,يقوم الطلاب بتعليم المعلمين في المدرسة,0
6217,عادة ما يكون لدى الطلاب معرفة أكثر من المعلمين,عادة ما يكون لدى المعلمين معرفة أكثر من الطلاب,1
6218,أبرد في الصيف من الشتاء,أبرد في الشتاء من الصيف,1
6219,الأيام أطول في الشتاء من الصيف,الأيام في الصيف أطول من الشتاء,1
6220,الفئران حيوانات نادرة,الباندا حيوانات نادرة,1
6221,وضع جميع الأطباق في الغسالة لتنظيفها,وضع ملابسه في الغسالة لتنظيفها,1
6222,النار تبقيك باردا,النار تبقيك دافئا,1
